cell_token,level,center_lat,center_lng,id
465269,10,55.832700279124026,12.088285628791132,5067227979466145792
46526b,10,55.9191055550141,12.128201055028317,5067230178489401344
46526d,10,55.93187193514123,11.999486128086637,5067232377512656896
46526f,10,55.84539926395778,11.959969227511152,5067234576535912448
465271,10,55.85794792577972,11.831741274483107,5067236775559168000
465273,10,55.94448724120863,11.870859128424767,5067238974582423552
465275,10,55.956951803729986,11.742321779138463,5067241173605679104
465279,10,55.78380885602395,11.665092819938025,5067245571652190208
46527d,10,55.68507121099122,11.754132647963713,5067249969698701312
465284,9,55.56169656925827,11.633079992955475,5067257666280095744
465289,10,55.58638407880695,11.842680899054374,5067263163838234624
46528d,10,55.48774885514804,11.93074141141339,5067267561884745728
46528f,10,55.50018196155021,11.804000359517975,5067269760908001280
465294,9,55.364859433851166,11.809431521988731,5067275258466140160
465299,10,55.340142167324196,11.601380283671354,5067280756024279040
46529d,10,55.43834454114002,11.513095678612665,5067285154070790144
46529f,10,55.352153070841155,11.475600158731924,5067287353094045696
4652a4,9,55.21705924240284,11.482317399945035,5067292850652184576
4652ac,9,55.045168433747335,11.40812537873402,5067301646745206784
4652b4,9,55.02130109223048,11.65718502481873,5067310442838228992
4652b9,10,55.14389758958184,11.776510343623917,5067315940396367872
4652bb,10,55.156070635646984,11.651315169234508,5067318139419623424
4652bd,10,55.24199272916601,11.689183936955395,5067320338442878976
4652bf,10,55.22975520583105,11.814762856143822,5067322537466134528
4652c5,10,55.11911687538198,12.02717107034193,5067329134535901184
4652c7,10,55.13157977620473,11.90179617837977,5067331333559156736
4652c9,10,55.045858100034366,11.863363174694042,5067333532582412288
4652cb,10,54.960207738401984,11.825131481182861,5067335731605667840
4652cf,10,55.033460760578784,11.988357029106055,5067340129652178944
4652d4,9,54.97184152812664,12.156397055457177,5067345627210317824
4652dc,9,55.14295422938874,12.235166838794608,5067354423303340032
4652e4,9,55.31434507475215,12.314768596173437,5067363219396362240
4652e9,10,55.29063965793758,12.105414393754517,5067368716954501120
4652eb,10,55.30323476931561,11.979272076903449,5067370915977756672
4652ef,10,55.37650515914011,12.14484671263063,5067375314024267776
4652f4,9,55.51183167539707,12.140821216039747,5067380811582406656
4652f9,10,55.535496199125774,12.351732280553163,5067386309140545536
46531,8,55.36049981250633,12.735929587381527,5067411597907984384
46533,8,55.01854528560772,12.57212916777618,5067446782280073216
465384,9,55.54750788681751,13.503477887714423,5067539141256806400
46538c,9,55.718536597941046,13.591922212734652,5067547937349828608
465394,9,55.74735819771676,13.333180745856119,5067556733442850816
46539c,9,55.57602852105183,13.24629659957587,5067565529535873024
4653a4,9,55.60393961075359,12.98940023593931,5067574325628895232
4653ab,10,55.595019168535245,12.648000980285243,5067582022210289664
4653af,10,55.66741059755551,12.817874817260735,5067586420256800768
4653b4,9,55.803157113939456,12.816550683690055,5067591917814939648
4653d,8,56.0475670943084,13.074098689954143,5067622704140517376
4653f,8,55.99025719199908,13.59576920276088,5067657888512606208
46541,8,55.93044471819999,14.118495708389078,5067693072884695040
46543,8,55.868113004745126,14.642161841564903,5067728257256783872
465474,9,55.68909730582584,13.850929143313166,5067803024047472640
46547c,9,55.51837552299042,13.760930199547644,5067811820140494848
465504,9,55.22648727020256,14.6980064524949,5067961353721872384
46550d,10,55.144371574941815,14.995288890117923,5067971249326522368
46550f,10,55.16042803078975,14.86688360837769,5067973448349777920
465511,10,55.07607055292957,14.819230030315918,5067975647373033472
465513,10,55.06009719656679,14.947261657370602,5067977846396289024
46551c,9,55.05752589448493,14.603822850120746,5067987742000939008
46557,8,55.0615169361896,15.291997468268605,5068080100977672192
46559f,10,55.29671725571418,15.221292640154443,5068131778024177664
4656c,7,56.412765064777055,14.667619759310407,5068449536884604928
46574,7,57.099952470552054,15.065476765838135,5068590274372960256
4657c,7,56.96039375405749,16.159334864269713,5068731011861315584
4658c,7,58.33135887577051,17.0639661383417,5069012486838026240
465ac,7,58.04767218145392,13.247047860870827,5069575436791447552
465b1,8,58.544689813376166,13.811976672031564,5069663397721669632
465b24,9,58.50236837618728,13.339136789118893,5069685387954225152
465b3c,9,58.67872325240825,13.433495205980961,5069711776233291776
465bc,7,58.62316278877773,14.76827438828413,5069856911768158208
465c4,7,59.32436627519556,15.19307113646783,5069997649256513536
465cc,7,59.45850134730846,14.018514183101955,5070138386744868864
465d1f,10,59.84891013769594,14.3231873350512,5070242840349507584
465d3,8,60.02288698112548,14.027788588197257,5070261532047179776
465d5,8,60.37869961071599,14.235515685244469,5070296716419268608
465d7,8,60.311075556820285,14.841957778193224,5070331900791357440
465d9b,10,60.205188313295615,15.344909102462585,5070379179791351808
465d9f,10,60.13463190145351,15.13785358591858,5070383577837862912
465dc9,10,59.798651570319194,15.571557242492961,5070429757326229504
465e4,7,59.87523660209139,16.84529028529684,5070560599209934848
465f4,7,59.020026638369444,17.547103560294154,5070842074186645504
465f9,8,59.4947959618176,18.223785972429873,5070930035116867584
465fd,8,59.92585878913503,17.878897445391456,5071000403861045248
465ff,8,59.83930989833525,18.48601456654237,5071035588233134080
68b4,5,-3.4168427013533837,155.85606462846593,7544655275752423424
68b9,6,-3.939882369804985,153.5806109973568,7546062650635976704
68bd9,8,-2.8645760532798,151.51360370388622,7547346880217219072
