,cell_token,level,center_lat,center_lng,id,hierarchical_label
2503,46ecc7,10,58.59072290287594,25.274218109582,5110678479972597760,21232303013
2504,46ecc9,10,58.67080740334078,25.359454877071705,5110680678995853312,21232303021
2505,46eccb,10,58.750875471307005,25.445126924056883,5110682878019108864,21232303023
2506,46eccd,10,58.78205250203529,25.29684412943396,5110685077042364416,21232303031
2507,46eccf,10,58.70183353863124,25.21153438797794,5110687276065619968,21232303033
2508,46ecd3,10,58.813034162026746,25.148415596416097,5110691674112131072,21232303103
2509,46ecd5,10,58.84382015476164,24.999843584541058,5110693873135386624,21232303111
2510,46ecd9,10,58.68276829487854,24.831122709954744,5110698271181897728,21232303121
2511,46ecdb,10,58.6522807105846,24.9789601758402,5110700470205153280,21232303123
2512,46ecdd,10,58.57188243071124,24.89488095806257,5110702669228408832,21232303131
2513,46ece1,10,58.52166306879793,24.66412504844822,5110707067274919936,21232303201
2514,46ece5,10,58.41104807132853,24.728005727356475,5110711465321431040,21232303211
2515,46ece7,10,58.49147119901773,24.81123038775463,5110713664344686592,21232303213
2516,46ecec,9,58.40572245924003,24.989701064435767,5110719161902825472,2123230323
2517,46ecf5,10,58.19009123007524,24.85446776979769,5110729057507475456,21232303311
2518,46ecf7,10,58.220226102698376,24.70870946303194,5110731256530731008,21232303313
2519,46ecf9,10,58.25017032180347,24.56282327783748,5110733455553986560,21232303321
2520,46ecfb,10,58.330614097574085,24.64520425768261,5110735654577242112,21232303323
2521,46ecfd,10,58.36051292840481,24.498828542267887,5110737853600497664,21232303331
2522,46ed0b,10,58.39702290129902,23.831551497365613,5110753246763286528,21232310023
2523,46ed14,9,58.58527315878846,24.10740666199899,5110763142367936512,2123231011
2524,46ed1c,9,58.526195242080185,24.402015864245104,5110771938460958720,2123231013
2525,46ed21,10,58.632367314097,24.599805333326348,5110777436019097600,21232310201
2526,46ed25,10,58.743159439719655,24.53504205938585,5110781834065608704,21232310211
2527,46ed2b,10,58.87441019167317,24.851130367771397,5110788431135375360,21232310223
2528,46ed2d,10,58.9048039921794,24.70227823433608,5110790630158630912,21232310231
2529,46ed2f,10,58.823988242933005,24.618443992591267,5110792829181886464,21232310233
2530,46ed31,10,58.85403806613861,24.469830643440684,5110795028205142016,21232310301
2531,46ed33,10,58.93500128371442,24.553289486569028,5110797227228397568,21232310303
2532,46ed35,10,58.96500180175851,24.40416644074467,5110799426251653120,21232310311
2533,46ed37,10,58.88389181863014,24.321085586425895,5110801625274908672,21232310313
2534,46ed39,10,58.802770132454704,24.238435648467664,5110803824298164224,21232310321
2535,46ed3b,10,58.77306247015662,24.38680342739668,5110806023321419776,21232310323
2536,46ed3f,10,58.72163779902871,24.15621380114257,5110810421367930880,21232310333
2537,46ed41,10,58.75100513866737,24.00809826437014,5110812620391186432,21232311001
2538,46ed43,10,58.78017734134319,23.8598607242238,5110814819414441984,21232311003
2539,46ed45,10,58.86159838014429,23.941321901623255,5110817018437697536,21232311011
2540,46ed47,10,58.83228218148635,24.089941032297627,5110819217460953088,21232311013
2541,46ed49,10,58.9135492496548,24.172211141454465,5110821416484208640,21232311021
2542,46ed4b,10,58.99480528986762,24.254911426910468,5110823615507464192,21232311023
2543,46ed4d,10,59.02441149970193,24.10552678871641,5110825814530719744,21232311031
2544,46ed4f,10,58.9430101165221,24.02320964175196,5110828013553975296,21232311033
2545,46ed51,10,58.9722741846308,23.8740834336889,5110830212577230848,21232311101
2546,46ed57,10,59.0013412274948,23.724834876604845,5110836809646997504,21232311113
2547,46ed59,10,58.91964231816668,23.64371945185905,5110839008670253056,21232311121
2548,46ed5b,10,58.89071849936754,23.792580592046487,5110841207693508608,21232311123
2549,46ed61,10,58.75622166112418,23.48276051669462,5110847804763275264,21232311201
2550,46ed63,10,58.67450198681652,23.402911346411504,5110850003786530816,21232311203
2551,46ed65,10,58.64600382292552,23.550615289445016,5110852202809786368,21232311211
2552,46ed67,10,58.72758227920675,23.63084934182178,5110854401833041920,21232311213
2553,46ed69,10,58.698748044956325,23.778823285854696,5110856600856297472,21232311221
2554,46ed6b,10,58.66971916856609,23.926680022749924,5110858799879553024,21232311223
2555,46ed6f,10,58.61731152989873,23.69820678310804,5110863197926064128,21232311233
2556,46ed73,10,58.50712460639267,23.76510595881051,5110867595972575232,21232311303
2557,46ed79,10,58.48283137017743,23.39139637401926,5110874193042341888,21232311321
2558,46ed7b,10,58.56441984506637,23.470798557145947,5110876392065597440,21232311323
2559,46ed7d,10,58.59277745440309,23.323478635613277,5110878591088852992,21232311331
2560,46ed7f,10,58.51104908583106,23.244459605969684,5110880790112108544,21232311333
2561,46ed9,8,58.26484015895463,23.26763987790584,5110899481809780736,212323121
2562,46eda9,10,58.25797146968856,24.043553144946294,5110926969600475136,21232312221
2563,46edad,10,58.14799621834575,24.10862113089362,5110931367646986240,21232312231
2564,46eddd,10,57.8287754573324,23.27923899377993,5110984144205119488,21232313131
2565,46ee01,10,57.77548686632964,22.55145556900687,5111023726623719424,21232320001
2566,46ee1c,9,57.55791607077428,22.43590676072604,5111053413437669376,2123232013
2567,46ee39,10,57.2874782308433,22.604890094142437,5111085299274874880,21232320321
2568,46ee4d,10,57.071537621585456,22.73812070882525,5111107289507430400,21232321031
2569,46ee59,10,57.17888632390455,23.170098040752936,5111120483646963712,21232321121
2570,46eed,8,56.956301142766925,24.04641368144671,5111251325530669056,212323231
2571,46ef1,8,56.74778472677886,23.18108261126888,5111321694274846720,212323301
2572,46ef25,10,56.69089634195012,23.70634959048798,5111344784019030016,21232330211
2573,46ef41,10,56.478774064335,23.340479289227574,5111375570344607744,21232331001
2574,46ef61,10,56.26575949878544,22.97988070731169,5111410754716696576,21232331201
2575,46ef63,10,56.2925628731732,22.842536803182448,5111412953739952128,21232331203
2576,46ef83,10,56.45256560858406,22.502415170361065,5111448138112040960,21232332003
2577,46ef8c,9,56.47733566768021,22.12153195974389,5111458033716690944,2123233203
2578,46efa7,10,56.77526700014118,22.795469305126964,5111487720530640896,21232332213
2579,46efb7,10,56.93609530258548,22.450166590122265,5111505312716685312,21232332313
2580,46efd5,10,57.122041918039166,21.96183402441541,5111538298065518592,21232333111
2581,46efdf,10,56.87719839037352,21.746849859629958,5111549293181796352,21232333133
2582,46eff,8,56.63534792746156,21.77798793293006,5111567984879468544,212323333
2583,46f003,10,56.65750164597139,21.39666876683234,5111588875600396288,21233000003
2584,46f00b,10,56.649421946956345,20.912620832530752,5111597671693418496,21233000023
2585,46f017,10,56.870832088447145,21.25824384771772,5111610865832951808,21233000113
2586,46f019,10,56.84593777115271,21.39752458823584,5111613064856207360,21233000121
2587,46f01f,10,56.82086546786911,21.53674778060589,5111619661925974016,21233000133
2588,46f021,10,56.902574506738176,21.607320856139697,5111621860949229568,21233000201
2589,46f02d,10,57.17337612248381,21.68050441033236,5111635055088762880,21233000231
2590,46f033,10,57.19877200261389,21.539741115219872,5111641652158529536,21233000303
2591,46f1c9,10,57.38830592390776,21.54108671259966,5112088053879406592,21233013021
2592,46f1f,8,57.71908101047894,22.081279979628448,5112130934832889856,212330133
2593,46f215,10,58.21060335452792,22.274419827092597,5112171616763117568,21233020111
2594,46f217,10,58.1283364380653,22.1993587836018,5112173815786373120,21233020113
2595,46f21d,10,57.93744781659163,22.19464667203216,5112180412856139776,21233020131
2596,46f21f,10,57.96382071421386,22.05040670711811,5112182611879395328,21233020133
2597,46f224,9,58.04425267419576,21.87070272841993,5112188109437534208,2123302021
2598,46f237,10,58.28977450815137,21.83773016314113,5112209000158461952,21233020313
2599,46f239,10,58.263574142781536,21.98337443659706,5112211199181717504,21233020321
2600,46f23d,10,58.154784477446974,22.054266073026024,5112215597228228608,21233020331
2601,46f23f,10,58.23718371966859,22.12893842508497,5112217796251484160,21233020333
2602,46f241,10,58.31958834634703,22.20400327977412,5112219995274739712,21233021001
2603,46f243,10,58.40199738394203,22.27946332088416,5112222194297995264,21233021003
2604,46f245,10,58.4286528878834,22.13311447730027,5112224393321250816,21233021011
2605,46f247,10,58.34611098900199,22.058047394256487,5112226592344506368,21233021013
2606,46f249,10,58.37244282297405,21.912009070307118,5112228791367761920,21233021021
2607,46f24b,10,58.39858373580508,21.76589063143428,5112230990391017472,21233021023
2608,46f24d,10,58.481389096181246,21.840165271551808,5112233189414273024,21233021031
2609,46f24f,10,58.45511683096412,21.986681015254774,5112235388437528576,21233021033
2610,46f251,10,58.53779555836633,22.06174871126975,5112237587460784128,21233021101
2611,46f253,10,58.564199817999246,21.914834552463088,5112239786484039680,21233021103
2612,46f259,10,58.59374793164225,22.28444187704322,5112246383553806336,21233021121
2613,46f25b,10,58.51119886287562,22.208578394817657,5112248582577061888,21233021123
2614,46f25d,10,58.48440985313609,22.35532125300113,5112250781600317440,21233021131
2615,46f25f,10,58.56682476881896,22.431579801656184,5112252980623572992,21233021133
2616,46f261,10,58.539708671393925,22.57862631305679,5112255179646828544,21233021201
2617,46f263,10,58.51239978151212,22.725579067321235,5112257378670084096,21233021203
2618,46f265,10,58.430255416788455,22.64853714007605,5112259577693339648,21233021211
2619,46f267,10,58.45742865864769,22.50197494512155,5112261776716595200,21233021213
2620,46f269,10,58.37515044398419,22.42572521837225,5112263975739850752,21233021221
2621,46f26b,10,58.29287501525869,22.34987441228872,5112266174763106304,21233021223
2622,46f26d,10,58.26597112376606,22.495658486352163,5112268373786361856,21233021231
2623,46f26f,10,58.34811220068279,22.57189785148774,5112270572809617408,21233021233
2624,46f271,10,58.32088279452633,22.717978911496644,5112272771832872960,21233021301
2625,46f273,10,58.23887680766524,22.641353205823734,5112274970856128512,21233021303
2626,46f277,10,58.2934623738048,22.86396609939113,5112279368902639616,21233021313
2627,46f279,10,58.375333379775306,22.94137776317212,5112281567925895168,21233021321
2628,46f27b,10,58.4028902728005,22.795005516544137,5112283766949150720,21233021323
2629,46f27d,10,58.48489824923117,22.8724357305518,5112285965972406272,21233021331
2630,46f27f,10,58.45720423250594,23.019193979062425,5112288164995661824,21233021333
2631,46f281,10,58.53907393025767,23.097417470976083,5112290364018917376,21233022001
2632,46f283,10,58.62094146544905,23.17605098320657,5112292563042172928,21233022003
2633,46f285,10,58.648911694402585,23.02851792624365,5112294762065428480,21233022011
2634,46f287,10,58.5669057247382,22.950272283568555,5112296961088684032,21233022013
2635,46f289,10,58.59454429846373,22.803026369104327,5112299160111939584,21233022021
2636,46f293,10,58.78654953227184,22.811017783368253,5112310155228217344,21233022103
2637,46f295,10,58.86882674228105,22.889303341188693,5112312354251472896,21233022111
2638,46f297,10,58.84096871117459,23.03782819361583,5112314553274728448,21233022113
2639,46f29d,10,58.70280582464106,23.25509728055936,5112321150344495104,21233022131
2640,46f2a1,10,58.86652093189197,23.41443939320758,5112325548391006208,21233022201
2641,46f2a5,10,58.97690021103735,23.34564713519617,5112329946437517312,21233022211
2642,46f2a7,10,58.948369623648055,23.49474084186429,5112332145460772864,21233022213
2643,46f2a9,10,59.03021102676836,23.57546634262961,5112334344484028416,21233022221
2644,46f2ab,10,59.11204409829673,23.65661876485059,5112336543507283968,21233022223
2645,46f2ad,10,59.14085887466924,23.50673933163623,5112338742530539520,21233022231
2646,46f2af,10,59.05888337227033,23.425980216501703,5112340941553795072,21233022233
2647,46f2b9,10,59.033370453173,23.047123984924355,5112351936670072832,21233022321
2648,46f2bb,10,59.005233883702005,23.196440717135665,5112354135693328384,21233022323
2649,46f2bd,10,58.92310375621396,23.11692477085107,5112356334716583936,21233022331
2650,46f2bf,10,58.95110072357309,22.968004459028677,5112358533739839488,21233022333
2651,46f2c1,10,58.97890115823887,22.818978671676284,5112360732763095040,21233023001
2652,46f2c3,10,59.00650489328192,22.669849816653446,5112362931786350592,21233023003
2653,46f2dc,9,59.08891783905939,22.48477304742484,5112390419577044992,2123302313
2654,46f2e7,10,58.95122549968711,22.443119925215772,5112402514204950528,21233023213
2655,46f2e9,10,58.92395529431879,22.59194680645851,5112404713228206080,21233023221
2656,46f2eb,10,58.896488990610365,22.74067541376821,5112406912251461632,21233023223
2657,46f2ed,10,58.81407425647819,22.66278671949052,5112409111274717184,21233023231
2658,46f2ef,10,58.841403790098326,22.514457334738445,5112411310297972736,21233023233
2659,46f2f1,10,58.75885139212693,22.437378563210263,5112413509321228288,21233023301
2660,46f2f3,10,58.73165797015262,22.58530975633113,5112415708344483840,21233023303
2661,46f2f5,10,58.64924114007203,22.50824171347561,5112417907367739392,21233023311
2662,46f34,7,59.139412121317335,21.66049505228992,5112500370739822592,21233031
2663,46f55,8,59.74957356290312,19.0926383909494,5113080912879288320,212331111
2664,46f57,8,59.40690475801754,18.823066535643115,5113116097251377152,212331113
2665,46f5c,7,58.849633294018986,18.724023300834112,5113204058181599232,21233113
2666,46f655,10,57.79625514934225,18.493494844583488,5113367885414137856,21233121111
2667,46f657,10,57.880911152354486,18.55644413885918,5113370084437393408,21233121113
2668,46f6e4,9,57.76227533679861,19.02275520505872,5113525115576909824,2123312321
2669,46f6e9,10,57.87753213088664,19.191129510673505,5113530613135048704,21233123221
2670,46f6ed,10,57.98419333737348,19.11319447496419,5113535011181559808,21233123231
2671,46f6ef,10,57.89982292077951,19.048317754558628,5113537210204815360,21233123233
2672,46f6f4,9,57.97518197988004,18.86613649896604,5113542707762954240,2123312331
2673,46f6fb,10,57.83747086125238,18.841361964818656,5113550404344348672,21233123323
2674,46f6fd,10,57.75303716132549,18.77758768027967,5113552603367604224,21233123331
2675,46f6ff,10,57.77473710945508,18.63555050109223,5113554802390859776,21233123333
2676,46f703,10,57.66862986513849,18.714154387393485,5113559200437370880,21233130003
2677,46f705,10,57.58424982731589,18.651059641684792,5113561399460626432,21233130011
2678,46f707,10,57.60572839309144,18.5098413081279,5113563598483881984,21233130013
2679,46f70c,9,57.46841214331264,18.48674468934555,5113569096042020864,2123313003
2680,46f717,10,57.4566215807002,18.8698732977586,5113581190669926400,21233130113
2681,46f71c,9,57.5937968563651,18.894663533585657,5113586688228065280,2123313013
2682,46f73,8,57.44343598618478,19.25396509359252,5113608678460620800,212331303
2683,46f763,10,57.05758555686399,18.41825577183996,5113664753553637376,21233131203
2684,46f765,10,57.14167657953637,18.479767627632214,5113666952576892928,21233131211
2685,46f769,10,57.20440215279541,18.681179035892534,5113671350623404032,21233131221
2686,46f76b,10,57.288446077170846,18.743744428358387,5113673549646659584,21233131223
2687,46f76d,10,57.30995295359755,18.603771016173244,5113675748669915136,21233131231
2688,46f76f,10,57.22579932027,18.541605267742604,5113677947693170688,21233131233
2689,46f771,10,57.24701916449351,18.40201797412009,5113680146716426240,21233131301
